listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
33120601,æ—ºè§’å½Œæ•¦é“é›¶è·é›¢åœ°éµç«™ï¼ˆæ‹‰æ–¯ç¶­åŠ æ–¯ï¼‰Las Vegas Homestay æ—…éŠä½å®¿ï¼Œpartyï¼Œæ…¶ç¥,247070196,2019-03-05,"Hong Kong, Hong Kong",within an hour,1,1,TRUE,4,TRUE,FALSE,Yau Tsim Mong,NA,Hong Kong,22.31473,114.17132,Entire apartment,Entire place,8,3,"[""Hair dryer"", ""Hot water"", ""Window guards"", ""Air conditioning"", ""Smart lock"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Room-darkening shades"", ""Fire extinguisher"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Smoke alarm"", ""Outlet covers"", ""Essentials"", ""Elevator"", ""Table corner guards"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Cooking basics"", ""Private entrance"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""TV"", ""Dishes and silverware""]",1650,1,1125,91,9,9,10,9,10,9,TRUE
35748007,"Best Location! Luxurious, spacious, cozy! è±ªè¯ä½å®…",244912449,2019-02-23,"Hong Kong, Hong Kong",within an hour,1,1,FALSE,10,TRUE,TRUE,Eastern,NA,Hong Kong,22.29065,114.19356,Entire apartment,Entire place,11,3,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Elevator"", ""Breakfast"", ""Dishes and silverware""]",2854,1,1125,75,10,9,8,9,10,9,TRUE
31300616,Cosy Apartment in Heart of the City - A,57169226,2016-02-02,"Kowloon, Hong Kong",within an hour,1,1,FALSE,5,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.29698,114.17071,Entire apartment,Entire place,2,NA,"[""Shampoo"", ""Stove"", ""Microwave"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Refrigerator"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Cooking basics"", ""Essentials"", ""Elevator"", ""Dishes and silverware""]",400,30,1125,80,8,8,8,7,9,7,FALSE
45570287,Chic Off/Studios in Heart of the City - D,57169226,2016-02-02,"Kowloon, Hong Kong",within an hour,1,1,FALSE,5,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.29572,114.17303,Entire apartment,Entire place,2,NA,"[""Shampoo"", ""Iron"", ""Hangers"", ""Wifi"", ""Essentials"", ""TV"", ""Elevator"", ""Hair dryer"", ""Air conditioning"", ""Long term stays allowed"", ""Dedicated workspace"", ""Lockbox""]",250,30,1125,80,8,4,8,8,10,8,FALSE
11326308,New Ensuite Off/Studios in Heart of the City - A,57169226,2016-02-02,"Kowloon, Hong Kong",within an hour,1,1,FALSE,5,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.29572,114.16983,Entire apartment,Entire place,2,NA,"[""Lockbox"", ""Shampoo"", ""Bed linens"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Shower gel"", ""Hot water"", ""Refrigerator"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Ethernet connection"", ""Hangers"", ""Essentials"", ""Elevator""]",250,30,1125,86,9,9,9,9,10,8,FALSE
35333864,Cozy Apt TTA5 Downtown Sleeps 4ppl MTR downstairs!,21591327,2014-09-21,Hong Kong,within a day,1,1,FALSE,2,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.30334,114.17007,Entire apartment,Entire place,2,NA,"[""Lockbox"", ""Shampoo"", ""Stove"", ""Microwave"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Dishes and silverware""]",457,1,1125,80,9,8,8,9,9,9,FALSE
43210336,Chic Off/Studios in Heart of the City - C,57169226,2016-02-02,"Kowloon, Hong Kong",within an hour,1,1,FALSE,5,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.29542,114.171,Entire apartment,Entire place,2,NA,"[""Hair dryer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Lockbox"", ""Long term stays allowed"", ""Essentials"", ""Dedicated workspace"", ""Shampoo"", ""Iron""]",250,30,1125,80,9,8,9,9,10,8,FALSE
19933161,Studio w/rooftop in Sheung Wan HK (Man Mo temple),22223278,2014-10-07,Hong Kong,within an hour,1,1,FALSE,0,TRUE,FALSE,Central & Western,NA,Hong Kong,22.28326,114.14892999999999,Entire apartment,Entire place,2,NA,"[""Hair dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Cooking basics"", ""Oven"", ""Lockbox"", ""Stove"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Long term stays allowed"", ""Dishes and silverware""]",905,3,1125,91,9,9,9,9,10,8,TRUE
28117190,A Nordic style studio 1 min MTR é‚»è¿‘è¥¿ä¹é«˜é“åŒ—æ¬§é¢¨æ ¼ç‹¬ç«‹å«æµ´å¤§åºŠå…¬å¯“,67157758,2016-04-14,"Hong Kong Island, Hong Kong",within an hour,1,1,FALSE,8,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.30644,114.16618,Entire apartment,Entire place,2,NA,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Room-darkening shades"", ""Fire extinguisher"", ""Refrigerator"", ""Hot water kettle"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""Lockbox"", ""Stove"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Dishes and silverware""]",286,1,1125,93,9,9,10,9,9,9,TRUE
28138623,E  Designer Studio 1 mins MTR é‚»è¿‘è¥¿ä¹é«˜é“ç®€çº¦è®¾è®¡ç‹¬ç«‹å«æµ´å¤§åºŠå…¬å¯“,67157758,2016-04-14,"Hong Kong Island, Hong Kong",within an hour,1,1,FALSE,8,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.30774,114.16759,Entire apartment,Entire place,2,NA,"[""Lockbox"", ""Shampoo"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Essentials"", ""Elevator""]",286,1,1125,91,9,9,9,9,9,9,TRUE
30322812,Spacious Modern Studio @TST -  2-3 guests!,226609312,2018-11-20,"Hong Kong, Hong Kong",within an hour,1,1,TRUE,2,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.29684,114.174,Entire apartment,Entire place,3,NA,"[""Shampoo"", ""Coffee maker"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Cooking basics"", ""Essentials"", ""Elevator"", ""Dishes and silverware""]",9441,22,1125,93,9,9,9,9,10,9,TRUE
38053290,P010å»Ÿè¡—å¤œå¸‚ï¼Œæ²¹éº»åœ°MTRç«™æ­¥è¡—20ç§’ï¼Œäº¤é€šæ–¹ä¾¿ï¼Œå»šæˆ¿ï¼Œé™½å°ï¼Œç‹¬ç«‹å«ç”Ÿé—´ï¼Œå³çƒ­æ°´å™¨ï¼Œæ—ºè§’å°–æ²™å’€,46132766,2015-10-09,HK,within an hour,1,1,FALSE,43,TRUE,FALSE,Yau Tsim Mong,NA,Hong Kong,22.31315,114.16928,Entire apartment,Entire place,6,NA,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Shower gel"", ""Elevator"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Private entrance"", ""Extra pillows and blankets"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""TV"", ""Dishes and silverware""]",1181,1,1125,88,9,8,10,9,10,9,TRUE
43225600,Studio right next to wanchai mtr,156977597,2017-11-01,Hong Kong,within an hour,1,1,FALSE,4,TRUE,TRUE,Wan Chai,NA,Hong Kong,22.27597,114.17221,Entire apartment,Entire place,2,NA,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Hot water"", ""Washer"", ""Iron"", ""Air conditioning"", ""Kitchen"", ""Hangers"", ""Essentials""]",334,1,1125,87,9,9,9,9,9,9,TRUE
44434497,å¤§åœååŸŽä¸‰æˆ¿å¯ä»¥çŸ­ç§Ÿ,34572714,2015-05-30,Hong Kong,within a day,1,1,FALSE,3,TRUE,TRUE,Sha Tin,NA,Hong Kong,22.36959,114.17726,Entire apartment,Entire place,6,3,"[""Pocket wifi"", ""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Conditioner"", ""Kitchen"", ""Essentials"", ""Shower gel"", ""Gym"", ""Pool"", ""Body soap"", ""Dedicated workspace"", ""Private entrance"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Breakfast""]",1000,30,1125,NA,NA,NA,NA,NA,NA,NA,FALSE
36048026,"T1Då»Ÿè¡—å¤œå¸‚,å°é™½å°,å¸‚ä¸­å¿ƒ,ä½æ•¦ç«™Aå‡ºå£4åˆ†é˜,å»šæˆ¿,å³ç†±ç†±æ°´å™¨,è¡ŒæŽå¯„å­˜ä½ç½®,è‡ªåŠ©å…¥ä½",46132766,2015-10-09,HK,within an hour,1,1,FALSE,43,TRUE,FALSE,Yau Tsim Mong,NA,Hong Kong,22.30654,114.1709,Entire apartment,Entire place,4,NA,"[""Fire extinguisher"", ""Kitchen"", ""Private entrance"", ""Heating"", ""Washer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dedicated workspace"", ""Shampoo"", ""Iron"", ""Hair dryer"", ""TV"", ""Hangers"", ""Refrigerator"", ""Microwave"", ""Patio or balcony"", ""Dryer"", ""First aid kit"", ""Extra pillows and blankets"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Essentials"", ""Stove""]",903,1,1125,NA,NA,NA,NA,NA,NA,NA,TRUE
36054332,"T1CD-3å¯å®¤,3å°é™½å°,å»Ÿè¡—å¤œå¸‚,ä½æ•¦ç«™Aå‡ºå£4åˆ†é˜,å»šæˆ¿,å³ç†±ç†±æ°´å™¨,è¡ŒæŽå¯„å­˜ä½ç½®,è‡ªåŠ©å…¥ä½",46132766,2015-10-09,HK,within an hour,1,1,FALSE,43,TRUE,FALSE,Yau Tsim Mong,NA,Hong Kong,22.30824,114.17088,Entire apartment,Entire place,14,3,"[""Fire extinguisher"", ""Kitchen"", ""Private entrance"", ""Heating"", ""Washer"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dedicated workspace"", ""Shampoo"", ""Iron"", ""TV"", ""Hair dryer"", ""Hangers"", ""Refrigerator"", ""Microwave"", ""Patio or balcony"", ""Dryer"", ""First aid kit"", ""Hot water"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Air conditioning"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Essentials"", ""Stove""]",2388,1,1125,NA,NA,NA,NA,NA,NA,NA,TRUE
36132438,"340ABC-3å¯å®¤,å»Ÿè¡—å¤œå¸‚,æ²¹éº»åœ°åœ°éµç«™Cå‡ºå£30ç§’æ­¥è¡Œ,è‡ªåŠ©å…¥ä½,è¡ŒæŽå¯„å­˜ä½ç½®,è¡Œæ¨“æ¢¯-3/F",46132766,2015-10-09,HK,within an hour,1,1,FALSE,43,TRUE,FALSE,Yau Tsim Mong,NA,Hong Kong,22.31318,114.16878,Entire apartment,Entire place,10,3,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Private entrance"", ""Extra pillows and blankets"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""TV""]",1006,1,1125,NA,NA,NA,NA,NA,NA,NA,TRUE
43073903,New Ensuite Off/Studios in Heart of the City - B,57169226,2016-02-02,"Kowloon, Hong Kong",within an hour,1,1,FALSE,5,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.29738,114.17156,Entire apartment,Entire place,2,NA,"[""Lockbox"", ""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Essentials""]",250,15,1125,NA,NA,NA,NA,NA,NA,NA,FALSE
44639895,Cozy Quiet studio at Qurray Bay,12584852,2014-02-25,Hong Kong,within an hour,1,1,FALSE,3,TRUE,TRUE,Eastern,NA,Hong Kong,22.2838,114.21188,Entire apartment,Entire place,2,NA,"[""Air conditioning"", ""Wifi"", ""Kitchen"", ""Long term stays allowed"", ""Essentials""]",230,30,1125,NA,NA,NA,NA,NA,NA,NA,FALSE
5971310,Single room (shared bathroom) (3)å–®äººæˆ¿,30098437,2015-03-27,Hong Kong,within an hour,1,0.88,FALSE,38,TRUE,FALSE,Yau Tsim Mong,NA,Hong Kong,22.31888,114.16978,Private room in apartment,Private room,1,NA,"[""Shampoo"", ""Dryer"", ""Hair dryer"", ""Long term stays allowed"", ""Fire extinguisher"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Elevator"", ""Building staff""]",115,14,1125,85,9,9,10,9,10,9,FALSE
10743742,New modern Studio #A,50614541,2015-12-05,Hong Kong,within an hour,1,0.94,FALSE,4,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.31781,114.16765,Private room in apartment,Private room,2,NA,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Essentials""]",210,30,1125,78,8,9,10,9,9,9,FALSE
13102566,"Mongkok Luxury Studio, New Reno *5B",14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.32017,114.17155,Entire serviced apartment,Entire place,2,NA,"[""Shampoo"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Heating"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Essentials"", ""Cable TV""]",324,5,1125,73,8,8,9,9,9,9,FALSE
16019844,Wing Lok 78 New Studio 5A,14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Central & Western,NA,Hong Kong,22.28678,114.15022,Entire serviced apartment,Entire place,2,NA,"[""Shampoo"", ""Long term stays allowed"", ""Dedicated workspace"", ""Heating"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials""]",470,5,1125,80,9,9,10,8,10,9,FALSE
18934017,Po Thai Luxury Studio *3D-B,14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Central & Western,NA,Hong Kong,22.28531,114.14932,Entire serviced apartment,Entire place,2,NA,"[""Shampoo"", ""Hair dryer"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers""]",594,5,1125,73,8,8,10,8,10,7,FALSE
19429191,Single Room Shared Bathroom (Monthly Rental),30098437,2015-03-27,Hong Kong,within an hour,1,0.88,FALSE,38,TRUE,FALSE,Yau Tsim Mong,NA,Hong Kong,22.3194,114.17158,Private room in guesthouse,Private room,1,NA,"[""Shampoo"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot water"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Lock on bedroom door"", ""Elevator""]",178,15,1125,90,9,8,10,9,10,8,FALSE
19738975,Mercer Luxury Studio *4B,14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Central & Western,NA,Hong Kong,22.28604,114.15302,Entire place,Entire place,2,NA,"[""Shampoo"", ""Hair dryer"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""TV"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials""]",496,60,1125,90,9,10,7,9,10,7,FALSE
21177664,Mong Kok Luxury Studio *1B,14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.31994,114.16961,Entire place,Entire place,2,NA,"[""Shampoo"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Essentials""]",216,14,1125,80,8,8,8,8,8,8,FALSE
27618287,"Fuk Lo Tsun Road Private Room, New Reno *2K",14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Kowloon City,NA,Hong Kong,22.32705,114.18762,Private room in serviced apartment,Private room,1,NA,"[""Shampoo"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Essentials""]",252,30,1125,60,8,6,10,6,4,4,FALSE
29860069,Prince Edward  Luxury Studio *2A,14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Sham Shui Po,NA,Hong Kong,22.32752,114.16685,Entire serviced apartment,Entire place,2,NA,"[""Dryer"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials""]",332,60,1125,60,6,6,10,6,10,8,FALSE
36792869,å–®äººæˆ¿é–“ (ç¶“æ¿Ÿåž‹) å…±ç”¨è¡›æµ´,132767139,2017-05-31,HK,within an hour,1,1,TRUE,2,TRUE,FALSE,Kowloon City,NA,Hong Kong,22.31775,114.18068,Private room in apartment,Private room,1,NA,"[""Shampoo"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Hot water"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Lock on bedroom door"", ""Elevator""]",138,14,1125,90,9,9,10,9,8,9,TRUE
11017185,Chic Off/Studios in Heart of the City - A,57169226,2016-02-02,"Kowloon, Hong Kong",within an hour,1,1,FALSE,5,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.29567,114.17118,Earth house,Entire place,3,NA,"[""Lockbox"", ""Shampoo"", ""Bed linens"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Essentials"", ""Elevator""]",285,15,1125,86,9,9,9,10,10,9,FALSE
18203588,â˜…Central MTR Open-Plan Apt with Rooftopâ˜…,28981370,2015-03-08,Hong Kong,within an hour,1,0.98,FALSE,8,TRUE,TRUE,Central & Western,NA,Hong Kong,22.28193,114.15585,Entire loft,Entire place,5,NA,"[""Hair dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Luggage dropoff allowed"", ""Shampoo"", ""Fire extinguisher"", ""Patio or balcony"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Smoke alarm"", ""Paid parking off premises"", ""Essentials"", ""Microwave"", ""Dedicated workspace"", ""Iron"", ""Cooking basics"", ""Lockbox"", ""Stove"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""TV"", ""Dishes and silverware""]",500,5,1125,89,9,9,9,10,10,9,TRUE
19416704,Mercer Luxury Studio *1B,14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Central & Western,NA,Hong Kong,22.2866,114.15113,Entire place,Entire place,2,NA,"[""Shampoo"", ""Hair dryer"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials""]",558,5,1125,60,6,6,8,10,10,6,FALSE
22109791,Bonham Strand West Luxury Studio *7B,14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Central & Western,NA,Hong Kong,22.28745,114.14979,Entire place,Entire place,2,NA,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials"", ""Elevator""]",512,30,1125,100,8,8,8,10,10,8,FALSE
23585831,**OPENING SALE** 5mins to Causeway Bay,104901473,2016-11-23,"Hong Kong Island, Hong Kong",within a day,1,1,FALSE,2,TRUE,FALSE,Wan Chai,NA,Hong Kong,22.26999,114.18366,Entire guest suite,Entire place,2,NA,"[""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Keypad"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Hangers"", ""Wifi"", ""Paid parking off premises"", ""Essentials"", ""Elevator""]",420,5,1125,90,10,9,9,10,9,9,TRUE
29862300,Wing Lok 78 Luxury Studio *4A,14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Central & Western,NA,Hong Kong,22.28694,114.15248,Entire serviced apartment,Entire place,2,NA,"[""Shampoo"", ""Long term stays allowed"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials""]",570,5,1125,100,10,9,9,10,10,10,FALSE
36511323,å­¸ç”Ÿå®¿èˆ ä¹é¾æ—ºè§’ (æœˆç§Ÿ),132767139,2017-05-31,HK,within an hour,1,1,TRUE,2,TRUE,FALSE,Kowloon City,NA,Hong Kong,22.31932,114.17896,Private room in apartment,Private room,1,NA,"[""Shampoo"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Lock on bedroom door"", ""Elevator""]",168,14,1125,100,8,10,8,10,10,10,TRUE
6098189,"Fantastic and sweet 3 BRs 8pax,1 min mtr",26936781,2015-01-30,Hong Kong,within an hour,1,1,FALSE,11,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.31293,114.17001,Entire condominium,Entire place,8,3,"[""Shampoo"", ""Stove"", ""Bed linens"", ""Hair dryer"", ""Microwave"", ""Long term stays allowed"", ""Hot water"", ""Refrigerator"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Keypad"", ""Essentials"", ""Elevator"", ""Dishes and silverware""]",631,7,1125,94,9,9,10,10,10,9,FALSE
8975844,100% Zombie Free Apartment in SoHo!,6601468,2013-05-27,Hong Kong,within a few hours,1,0.92,FALSE,6,TRUE,TRUE,Central & Western,NA,Hong Kong,22.28481,114.15149,Private room in apartment,Private room,2,2,"[""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Air conditioning"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Essentials""]",1843,20,1125,92,9,10,10,10,10,9,FALSE
18700160,å–®äººæˆ¿ å…±ç”¨æµ´å®¤ (ç‰¹æƒ æœˆç§Ÿ),30098437,2015-03-27,Hong Kong,within an hour,1,0.88,FALSE,38,TRUE,FALSE,Yau Tsim Mong,NA,Hong Kong,22.31994,114.16977,Private room in apartment,Private room,1,NA,"[""Shampoo"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Private entrance"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Lock on bedroom door"", ""Elevator"", ""Building staff""]",228,28,1125,100,8,10,10,10,10,10,FALSE
20420007,Singlebed (Private Bathroom)(monthly discount),30098437,2015-03-27,Hong Kong,within an hour,1,0.88,FALSE,38,TRUE,FALSE,Yau Tsim Mong,NA,Hong Kong,22.32083,114.17158,Room in bed and breakfast,Hotel room,1,NA,"[""Shampoo"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Elevator""]",221,28,1125,80,6,10,10,10,10,6,FALSE
20869402,SingleBed Private Bathroom V (Monthly Discounted),30098437,2015-03-27,Hong Kong,within an hour,1,0.88,FALSE,38,TRUE,FALSE,Yau Tsim Mong,NA,Hong Kong,22.32137,114.17132,Private room in guesthouse,Private room,1,NA,"[""Shampoo"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Lock on bedroom door"", ""Elevator""]",221,28,1125,80,9,7,10,10,10,9,FALSE
5984246,"Spacious family apt 8 ppl, Queen Size  bed ,MTR",26936781,2015-01-30,Hong Kong,within an hour,1,1,FALSE,11,TRUE,TRUE,Yau Tsim Mong,NA,Hong Kong,22.31486,114.17021,Entire condominium,Entire place,8,3,"[""Shampoo"", ""Stove"", ""Bed linens"", ""Hair dryer"", ""Microwave"", ""Long term stays allowed"", ""Hot water"", ""Refrigerator"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Keypad"", ""Essentials"", ""Elevator"", ""Dishes and silverware""]",631,7,1125,96,10,9,10,10,10,9,FALSE
26640270,Hillier Studio *2B,14861546,2014-04-28,Hong Kong,within an hour,1,0.7,FALSE,101,TRUE,TRUE,Central & Western,NA,Hong Kong,22.2863,114.15052,Entire serviced apartment,Entire place,2,NA,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Heating"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials""]",477,4,1125,80,10,10,10,10,10,8,FALSE
